package,version,license_metadata,repository,package_json_path,license_files
safe-array-concat,1.1.4,MIT,git+https://github.com/ljharb/safe-array-concat.git,node_modules/.pnpm/safe-array-concat@1.1.4/node_modules/safe-array-concat/package.json,LICENSE
safe-push-apply,1.0.0,MIT,git+https://github.com/ljharb/safe-push-apply.git,node_modules/.pnpm/safe-push-apply@1.0.0/node_modules/safe-push-apply/package.json,LICENSE
safe-regex-test,1.1.0,MIT,git+https://github.com/ljharb/safe-regex-test.git,node_modules/.pnpm/safe-regex-test@1.1.0/node_modules/safe-regex-test/package.json,LICENSE
scheduler,0.27.0,MIT,https://github.com/facebook/react.git,node_modules/.pnpm/scheduler@0.27.0/node_modules/scheduler/package.json,LICENSE
semver,6.3.1,ISC,https://github.com/npm/node-semver.git,node_modules/.pnpm/semver@6.3.1/node_modules/semver/package.json,LICENSE
semver,7.8.0,ISC,git+https://github.com/npm/node-semver.git,node_modules/.pnpm/semver@7.8.0/node_modules/semver/package.json,LICENSE
set-function-length,1.2.2,MIT,git+https://github.com/ljharb/set-function-length.git,node_modules/.pnpm/set-function-length@1.2.2/node_modules/set-function-length/package.json,LICENSE
set-function-name,2.0.2,MIT,git+https://github.com/ljharb/set-function-name.git,node_modules/.pnpm/set-function-name@2.0.2/node_modules/set-function-name/package.json,LICENSE
set-proto,1.0.0,MIT,git+https://github.com/ljharb/set-proto.git,node_modules/.pnpm/set-proto@1.0.0/node_modules/set-proto/package.json,LICENSE
sharp,0.34.5,Apache-2.0,git://github.com/lovell/sharp.git,node_modules/.pnpm/sharp@0.34.5/node_modules/sharp/package.json,LICENSE
shebang-command,2.0.0,MIT,kevva/shebang-command,node_modules/.pnpm/shebang-command@2.0.0/node_modules/shebang-command/package.json,license
shebang-regex,3.0.0,MIT,sindresorhus/shebang-regex,node_modules/.pnpm/shebang-regex@3.0.0/node_modules/shebang-regex/package.json,license
side-channel,1.1.0,MIT,git+https://github.com/ljharb/side-channel.git,node_modules/.pnpm/side-channel@1.1.0/node_modules/side-channel/package.json,LICENSE
side-channel-list,1.0.1,MIT,git+https://github.com/ljharb/side-channel-list.git,node_modules/.pnpm/side-channel-list@1.0.1/node_modules/side-channel-list/package.json,LICENSE
side-channel-map,1.0.1,MIT,git+https://github.com/ljharb/side-channel-map.git,node_modules/.pnpm/side-channel-map@1.0.1/node_modules/side-channel-map/package.json,LICENSE
side-channel-weakmap,1.0.2,MIT,git+https://github.com/ljharb/side-channel-weakmap.git,node_modules/.pnpm/side-channel-weakmap@1.0.2/node_modules/side-channel-weakmap/package.json,LICENSE
source-map-js,1.2.1,BSD-3-Clause,7rulnik/source-map-js,node_modules/.pnpm/source-map-js@1.2.1/node_modules/source-map-js/package.json,LICENSE
splaytree-ts,1.0.2,BDS-3-Clause,https://github.com/SBanksX/splaytree-ts.git,node_modules/.pnpm/splaytree-ts@1.0.2/node_modules/splaytree-ts/package.json,LICENSE
stable-hash,0.0.5,MIT,https://github.com/shuding/stable-hash,node_modules/.pnpm/stable-hash@0.0.5/node_modules/stable-hash/package.json,(none bundled at package root)
stop-iteration-iterator,1.1.0,MIT,git+https://github.com/ljharb/stop-iteration-iterator.git,node_modules/.pnpm/stop-iteration-iterator@1.1.0/node_modules/stop-iteration-iterator/package.json,LICENSE
string.prototype.includes,2.0.1,MIT,https://github.com/mathiasbynens/String.prototype.includes.git,node_modules/.pnpm/string.prototype.includes@2.0.1/node_modules/string.prototype.includes/package.json,LICENSE
string.prototype.matchall,4.0.12,MIT,git+https://github.com/es-shims/String.prototype.matchAll.git,node_modules/.pnpm/string.prototype.matchall@4.0.12/node_modules/string.prototype.matchall/package.json,LICENSE
string.prototype.repeat,1.0.0,MIT,https://github.com/mathiasbynens/String.prototype.repeat.git,node_modules/.pnpm/string.prototype.repeat@1.0.0/node_modules/string.prototype.repeat/package.json,LICENSE-MIT.txt
string.prototype.trim,1.2.10,MIT,git://github.com/es-shims/String.prototype.trim.git,node_modules/.pnpm/string.prototype.trim@1.2.10/node_modules/string.prototype.trim/package.json,LICENSE
string.prototype.trimend,1.0.9,MIT,git://github.com/es-shims/String.prototype.trimEnd.git,node_modules/.pnpm/string.prototype.trimend@1.0.9/node_modules/string.prototype.trimend/package.json,LICENSE
string.prototype.trimstart,1.0.8,MIT,git://github.com/es-shims/String.prototype.trimStart.git,node_modules/.pnpm/string.prototype.trimstart@1.0.8/node_modules/string.prototype.trimstart/package.json,LICENSE
strip-bom,3.0.0,MIT,sindresorhus/strip-bom,node_modules/.pnpm/strip-bom@3.0.0/node_modules/strip-bom/package.json,license
strip-json-comments,3.1.1,MIT,sindresorhus/strip-json-comments,node_modules/.pnpm/strip-json-comments@3.1.1/node_modules/strip-json-comments/package.json,license
styled-jsx,5.1.6,MIT,vercel/styled-jsx,node_modules/.pnpm/styled-jsx@5.1.6_@babel+core@7.29.0_react@19.2.4/node_modules/styled-jsx/package.json,license.md
supports-color,7.2.0,MIT,chalk/supports-color,node_modules/.pnpm/supports-color@7.2.0/node_modules/supports-color/package.json,license
supports-preserve-symlinks-flag,1.0.0,MIT,git+https://github.com/inspect-js/node-supports-preserve-symlinks-flag.git,node_modules/.pnpm/supports-preserve-symlinks-flag@1.0.0/node_modules/supports-preserve-symlinks-flag/package.json,LICENSE
sweepline-intersections,1.5.0,MIT,git+https://github.com/rowanwins/sweepline-intersections.git,node_modules/.pnpm/sweepline-intersections@1.5.0/node_modules/sweepline-intersections/package.json,LICENSE
tailwindcss,4.3.0,MIT,https://github.com/tailwindlabs/tailwindcss.git,node_modules/.pnpm/tailwindcss@4.3.0/node_modules/tailwindcss/package.json,LICENSE
tapable,2.3.3,MIT,http://github.com/webpack/tapable.git,node_modules/.pnpm/tapable@2.3.3/node_modules/tapable/package.json,LICENSE
tinyglobby,0.2.16,MIT,git+https://github.com/SuperchupuDev/tinyglobby.git,node_modules/.pnpm/tinyglobby@0.2.16/node_modules/tinyglobby/package.json,LICENSE
tinyqueue,2.0.3,ISC,https://github.com/mourner/tinyqueue.git,node_modules/.pnpm/tinyqueue@2.0.3/node_modules/tinyqueue/package.json,LICENSE
to-regex-range,5.0.1,MIT,micromatch/to-regex-range,node_modules/.pnpm/to-regex-range@5.0.1/node_modules/to-regex-range/package.json,LICENSE
ts-api-utils,2.5.0,MIT,https://github.com/JoshuaKGoldberg/ts-api-utils,node_modules/.pnpm/ts-api-utils@2.5.0_typescript@5.9.3/node_modules/ts-api-utils/package.json,LICENSE.md
tsconfig-paths,3.15.0,MIT,https://github.com/dividab/tsconfig-paths,node_modules/.pnpm/tsconfig-paths@3.15.0/node_modules/tsconfig-paths/package.json,LICENSE
tslib,2.8.1,0BSD,https://github.com/Microsoft/tslib.git,node_modules/.pnpm/tslib@2.8.1/node_modules/tslib/package.json,LICENSE.txt
type-check,0.4.0,MIT,git://github.com/gkz/type-check.git,node_modules/.pnpm/type-check@0.4.0/node_modules/type-check/package.json,LICENSE
typed-array-buffer,1.0.3,MIT,git+https://github.com/inspect-js/typed-array-buffer.git,node_modules/.pnpm/typed-array-buffer@1.0.3/node_modules/typed-array-buffer/package.json,LICENSE
typed-array-byte-length,1.0.3,MIT,git+https://github.com/inspect-js/typed-array-byte-length.git,node_modules/.pnpm/typed-array-byte-length@1.0.3/node_modules/typed-array-byte-length/package.json,LICENSE
typed-array-byte-offset,1.0.4,MIT,git+https://github.com/inspect-js/typed-array-byte-offset.git,node_modules/.pnpm/typed-array-byte-offset@1.0.4/node_modules/typed-array-byte-offset/package.json,LICENSE
typed-array-length,1.0.7,MIT,git+https://github.com/inspect-js/typed-array-length.git,node_modules/.pnpm/typed-array-length@1.0.7/node_modules/typed-array-length/package.json,LICENSE
typescript,5.9.3,Apache-2.0,https://github.com/microsoft/TypeScript.git,node_modules/.pnpm/typescript@5.9.3/node_modules/typescript/package.json,LICENSE.txt
typescript-eslint,8.59.3,MIT,https://github.com/typescript-eslint/typescript-eslint.git,node_modules/.pnpm/typescript-eslint@8.59.3_es_43d451692ecf0bb5c94c63408d1c07ca/node_modules/typescript-eslint/package.json,LICENSE
unbox-primitive,1.1.0,MIT,git+https://github.com/ljharb/unbox-primitive.git,node_modules/.pnpm/unbox-primitive@1.1.0/node_modules/unbox-primitive/package.json,LICENSE
undici-types,6.21.0,MIT,git+https://github.com/nodejs/undici.git,node_modules/.pnpm/undici-types@6.21.0/node_modules/undici-types/package.json,LICENSE
unrs-resolver,1.11.1,MIT,git+https://github.com/unrs/unrs-resolver.git,node_modules/.pnpm/unrs-resolver@1.11.1/node_modules/unrs-resolver/package.json,(none bundled at package root)
update-browserslist-db,1.2.3,MIT,browserslist/update-db,node_modules/.pnpm/update-browserslist-db@1.2.3_browserslist@4.28.2/node_modules/update-browserslist-db/package.json,LICENSE
uri-js,4.4.1,BSD-2-Clause,http://github.com/garycourt/uri-js,node_modules/.pnpm/uri-js@4.4.1/node_modules/uri-js/package.json,LICENSE
which,2.0.2,ISC,git://github.com/isaacs/node-which.git,node_modules/.pnpm/which@2.0.2/node_modules/which/package.json,LICENSE
which-boxed-primitive,1.1.1,MIT,git+https://github.com/inspect-js/which-boxed-primitive.git,node_modules/.pnpm/which-boxed-primitive@1.1.1/node_modules/which-boxed-primitive/package.json,LICENSE
which-builtin-type,1.2.1,MIT,git+https://github.com/inspect-js/which-builtin-type.git,node_modules/.pnpm/which-builtin-type@1.2.1/node_modules/which-builtin-type/package.json,LICENSE
which-collection,1.0.2,MIT,git+https://github.com/inspect-js/which-collection.git,node_modules/.pnpm/which-collection@1.0.2/node_modules/which-collection/package.json,LICENSE
which-typed-array,1.1.20,MIT,git://github.com/inspect-js/which-typed-array.git,node_modules/.pnpm/which-typed-array@1.1.20/node_modules/which-typed-array/package.json,LICENSE
word-wrap,1.2.5,MIT,jonschlinkert/word-wrap,node_modules/.pnpm/word-wrap@1.2.5/node_modules/word-wrap/package.json,LICENSE
yallist,3.1.1,ISC,git+https://github.com/isaacs/yallist.git,node_modules/.pnpm/yallist@3.1.1/node_modules/yallist/package.json,LICENSE
yocto-queue,0.1.0,MIT,sindresorhus/yocto-queue,node_modules/.pnpm/yocto-queue@0.1.0/node_modules/yocto-queue/package.json,license
zod,4.4.3,MIT,git+https://github.com/colinhacks/zod.git,node_modules/.pnpm/zod@4.4.3/node_modules/zod/package.json,LICENSE
zod-validation-error,4.0.2,MIT,git://github.com/causaly/zod-validation-error.git,node_modules/.pnpm/zod-validation-error@4.0.2_zod@4.4.3/node_modules/zod-validation-error/package.json,LICENSE
zustand,5.0.13,MIT,git+https://github.com/pmndrs/zustand.git,node_modules/.pnpm/zustand@5.0.13_@types+react@19.2.14_react@19.2.4/node_modules/zustand/package.json,LICENSE
